dataset,family,phase,unit,identity,objects
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06989.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07250.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08086.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08669.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08672.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08955.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09422.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09494.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09866.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09868.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10896.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10944.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11107.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11530.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11637.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11680.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12243.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12256.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12321.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12322.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12375.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12620.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13256.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13798.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15281.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15480.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15645.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15678.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16629.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17489.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17520.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17576.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17915.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17971.jpg,13
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00865.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00934.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01005.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01047.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01082.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01863.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02000.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02120.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02302.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02419.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02609.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03324.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03352.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03862.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04084.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04769.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05669.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06280.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06471.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06510.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06942.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07805.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07828.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08160.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09369.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09552.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09571.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09748.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09749.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09840.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09886.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09991.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11736.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11759.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12105.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12137.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12268.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12689.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12986.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13062.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13613.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13704.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13950.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14067.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14156.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14434.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14760.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14900.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15051.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15109.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16774.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17039.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17734.jpg,12
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00162.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00299.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00479.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00658.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00663.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00884.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/00909.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01032.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01203.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01450.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/01750.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02127.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02446.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02738.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02739.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/02802.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03174.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03360.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03390.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03527.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03534.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/03720.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04091.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/04943.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05161.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05188.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/05465.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/06338.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07165.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07428.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/07910.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08072.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08354.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08616.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/08660.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/09467.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10034.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10456.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/10937.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11269.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11348.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11552.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11717.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/11795.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12722.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12743.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12833.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/12922.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13203.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13422.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/13889.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14109.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14647.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/14718.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15147.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15347.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15445.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15477.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15689.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15907.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/15955.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16189.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16195.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16458.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16651.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/16926.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17577.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17694.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17742.jpg,11
dronevehicle,L_UNVERIFIED,base,image,/mnt/dataset/yudongfang/projects/RGBT_campaign/data/processed/dronevehicle/yolo/hbb_v1/rgb/images/train/17925.jpg,11
